kernel,shape,dtype,kernel_ms,gb_s,gb,tflops
rmsnorm_fwd,"(16384, 7168)",torch.float16,0.33554022,1400.0598318735083,0.469776384,
rmsnorm_bwd,"(128, 512)",torch.float32,0.005106879999999992,154.89692336612595,0.00079104,
rmsnorm_bwd,"(128, 512)",torch.bfloat16,0.0053664699999999834,73.74978337715504,0.000395776,
rmsnorm_bwd,"(128, 512)",torch.float16,0.0049674400000000035,79.67403733110007,0.000395776,
rmsnorm_bwd,"(256, 512)",torch.float32,0.00509156,309.92151717744656,0.001577984,
rmsnorm_bwd,"(256, 512)",torch.bfloat16,0.005396640000000024,146.29547273859225,0.000789504,
rmsnorm_bwd,"(256, 512)",torch.float16,0.0050819099999999656,155.35576190841738,0.000789504,
rmsnorm_bwd,"(64, 1024)",torch.float32,0.005016470000000024,158.45405235155323,0.00079488,
rmsnorm_bwd,"(64, 1024)",torch.bfloat16,0.00483586999999999,82.2123009923759,0.000397568,
rmsnorm_bwd,"(64, 1024)",torch.float16,0.0048579399999999235,81.83880410215158,0.000397568,
rmsnorm_bwd,"(128, 1024)",torch.float32,0.005022640000000007,314.88778809550314,0.001581568,
rmsnorm_bwd,"(128, 1024)",torch.bfloat16,0.004907470000000005,161.19100065818014,0.00079104,
rmsnorm_bwd,"(128, 1024)",torch.float16,0.004890039999999974,161.76554793007915,0.00079104,
rmsnorm_bwd,"(512, 512)",torch.float32,0.005292530000000006,595.5321934878019,0.003151872,
rmsnorm_bwd,"(512, 512)",torch.bfloat16,0.005474570000000008,288.05184699437547,0.00157696,
rmsnorm_bwd,"(512, 512)",torch.float16,0.005171160000000018,304.9528539051189,0.00157696,
rmsnorm_bwd,"(1024, 512)",torch.float32,0.005768889999999983,1092.003487672675,0.006299648,
rmsnorm_bwd,"(1024, 512)",torch.bfloat16,0.005759640000000015,547.2342021376322,0.003151872,
rmsnorm_bwd,"(1024, 512)",torch.float16,0.005394610000000057,584.2631812123522,0.003151872,
rmsnorm_bwd,"(1024, 1024)",torch.float32,0.006714480000000016,1875.8265718268535,0.0125952,
rmsnorm_bwd,"(1024, 1024)",torch.bfloat16,0.005569560000000023,1131.0853999238673,0.006299648,
rmsnorm_bwd,"(1024, 1024)",torch.float16,0.005593240000000001,1126.2967439265967,0.006299648,
rmsnorm_bwd,"(1024, 2048)",torch.float32,0.009907650000000013,2542.1067558906466,0.025186304,
rmsnorm_bwd,"(1024, 2048)",torch.bfloat16,0.009104940000000002,1383.3369577394246,0.0125952,
rmsnorm_bwd,"(1024, 2048)",torch.float16,0.00906561,1389.3383898049883,0.0125952,
rmsnorm_bwd,"(2048, 1024)",torch.float32,0.008552639999999999,2944.3783439967083,0.025182208,
rmsnorm_bwd,"(2048, 1024)",torch.bfloat16,0.006456719999999993,1950.7118165260401,0.0125952,
rmsnorm_bwd,"(2048, 1024)",torch.float16,0.006565839999999996,1918.2922520195445,0.0125952,
rmsnorm_bwd,"(2048, 2048)",torch.float32,0.022106150000000012,2277.928268830166,0.050356224,
rmsnorm_bwd,"(2048, 2048)",torch.bfloat16,0.011153849999999988,2257.714421477788,0.025182208,
rmsnorm_bwd,"(2048, 2048)",torch.float16,0.01101701,2285.7570248188936,0.025182208,
rmsnorm_bwd,"(4096, 2048)",torch.float32,0.04057552000000004,2481.694972732325,0.100696064,
rmsnorm_bwd,"(4096, 2048)",torch.bfloat16,0.02294009000000002,2195.118850885064,0.050356224,
rmsnorm_bwd,"(4096, 2048)",torch.float16,0.02309056999999999,2180.8133796610487,0.050356224,
rmsnorm_bwd,"(4096, 4096)",torch.float32,0.07710364999999997,2611.753710751697,0.201375744,
rmsnorm_bwd,"(4096, 4096)",torch.bfloat16,0.04106648000000005,2452.0256910258654,0.100696064,
rmsnorm_bwd,"(4096, 4096)",torch.float16,0.041269660000000014,2439.9538062586407,0.100696064,
rmsnorm_bwd,"(8192, 1024)",torch.float32,0.03880733000000003,2594.980278210326,0.100704256,
rmsnorm_bwd,"(8192, 1024)",torch.bfloat16,0.02093971,2405.4063785983662,0.050368512,
rmsnorm_bwd,"(8192, 1024)",torch.float16,0.021136930000000005,2382.9625210472846,0.050368512,
rmsnorm_bwd,"(8192, 2048)",torch.float32,0.07707884999999998,2612.594038442453,0.201375744,
rmsnorm_bwd,"(8192, 2048)",torch.bfloat16,0.04052060000000002,2485.260731578505,0.100704256,
rmsnorm_bwd,"(8192, 2048)",torch.float16,0.04040273,2492.511174368663,0.100704256,
rmsnorm_bwd,"(8192, 4096)",torch.float32,0.14515987999999994,2774.311469532767,0.40271872,
rmsnorm_bwd,"(8192, 4096)",torch.bfloat16,0.07377249000000002,2729.6861472345577,0.201375744,
rmsnorm_bwd,"(8192, 4096)",torch.float16,0.07408255999999998,2718.261140003802,0.201375744,
rmsnorm_bwd,"(16384, 2048)",torch.float32,0.1457804800000001,2762.613375947176,0.402735104,
rmsnorm_bwd,"(16384, 2048)",torch.bfloat16,0.07334499000000001,2745.931521703118,0.20140032,
rmsnorm_bwd,"(16384, 2048)",torch.float16,0.07325527,2749.294624127384,0.20140032,
rmsnorm_bwd,"(32768, 2048)",torch.float32,0.28098005000000004,2866.5872327946413,0.805453824,
rmsnorm_bwd,"(32768, 2048)",torch.bfloat16,0.14454804999999998,2786.5643846457983,0.402792448,
